repo_name,url,error_message
tobiassteidle/ML_IDCard_Segmentation_Pytorch,https://github.com/tobiassteidle/ML_IDCard_Segmentation_Pytorch,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/tobiassteidle/ML_IDCard_Segmentation_Pytorch repos/tobiassteidle/ML_IDCard_Segmentation_Pytorch  stderr: fatal: destination path repos/tobiassteidle/ML_IDCard_Segmentation_Pytorch already exists and is not an empty directory.'
IamHuijben/Deep-Probabilistic-Subsampling,https://github.com/IamHuijben/Deep-Probabilistic-Subsampling,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/IamHuijben/Deep-Probabilistic-Subsampling repos/IamHuijben/Deep-Probabilistic-Subsampling  stderr: fatal: destination path repos/IamHuijben/Deep-Probabilistic-Subsampling already exists and is not an empty directory.'
Said-bachar/MODAS-CarsPricePrediction,https://github.com/Said-bachar/MODAS-CarsPricePrediction,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Said-bachar/MODAS-CarsPricePrediction repos/Said-bachar/MODAS-CarsPricePrediction  stderr: fatal: destination path repos/Said-bachar/MODAS-CarsPricePrediction already exists and is not an empty directory.'
AIcrowd/music-demixing-challenge-starter-kit,https://github.com/AIcrowd/music-demixing-challenge-starter-kit,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/AIcrowd/music-demixing-challenge-starter-kit repos/AIcrowd/music-demixing-challenge-starter-kit  stderr: fatal: destination path repos/AIcrowd/music-demixing-challenge-starter-kit already exists and is not an empty directory.'
chomechome/maru,https://github.com/chomechome/maru,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/chomechome/maru repos/chomechome/maru  stderr: fatal: destination path repos/chomechome/maru already exists and is not an empty directory.'
sci2lab/Farsi-datasets,https://github.com/sci2lab/Farsi-datasets,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/sci2lab/Farsi-datasets repos/sci2lab/Farsi-datasets  stderr: fatal: destination path repos/sci2lab/Farsi-datasets already exists and is not an empty directory.'
qsaucy/I_am_a_robot,https://github.com/qsaucy/I_am_a_robot,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/qsaucy/I_am_a_robot repos/qsaucy/I_am_a_robot  stderr: fatal: destination path repos/qsaucy/I_am_a_robot already exists and is not an empty directory.'
Ryan-Ray-Martin/Market-Maker,https://github.com/Ryan-Ray-Martin/Market-Maker,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Ryan-Ray-Martin/Market-Maker repos/Ryan-Ray-Martin/Market-Maker  stderr: fatal: destination path repos/Ryan-Ray-Martin/Market-Maker already exists and is not an empty directory.'
SomayahAlbaradei/MetaCancer,https://github.com/SomayahAlbaradei/MetaCancer,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/SomayahAlbaradei/MetaCancer repos/SomayahAlbaradei/MetaCancer  stderr: fatal: destination path repos/SomayahAlbaradei/MetaCancer already exists and is not an empty directory.'
iamgagansoni/Traffic-Management,https://github.com/iamgagansoni/Traffic-Management,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/iamgagansoni/Traffic-Management repos/iamgagansoni/Traffic-Management  stderr: fatal: destination path repos/iamgagansoni/Traffic-Management already exists and is not an empty directory.'
RakeshJarupula/Sentiment-classifier-webapp,https://github.com/RakeshJarupula/Sentiment-classifier-webapp,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/RakeshJarupula/Sentiment-classifier-webapp repos/RakeshJarupula/Sentiment-classifier-webapp  stderr: fatal: destination path repos/RakeshJarupula/Sentiment-classifier-webapp already exists and is not an empty directory.'
kevinesg/gen1-starters-pokedex,https://github.com/kevinesg/gen1-starters-pokedex,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/kevinesg/gen1-starters-pokedex repos/kevinesg/gen1-starters-pokedex  stderr: fatal: destination path repos/kevinesg/gen1-starters-pokedex already exists and is not an empty directory.'
metahexane/learning_lob,https://github.com/metahexane/learning_lob,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/metahexane/learning_lob repos/metahexane/learning_lob  stderr: fatal: destination path repos/metahexane/learning_lob already exists and is not an empty directory.'
connortran216/Fetal-Head-Circumferences-HC18,https://github.com/connortran216/Fetal-Head-Circumferences-HC18,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/connortran216/Fetal-Head-Circumferences-HC18 repos/connortran216/Fetal-Head-Circumferences-HC18  stderr: fatal: destination path repos/connortran216/Fetal-Head-Circumferences-HC18 already exists and is not an empty directory.'
dhruvpunetha/Traffic_Management_system_intersection_IEEE,https://github.com/dhruvpunetha/Traffic_Management_system_intersection_IEEE,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/dhruvpunetha/Traffic_Management_system_intersection_IEEE repos/dhruvpunetha/Traffic_Management_system_intersection_IEEE  stderr: fatal: destination path repos/dhruvpunetha/Traffic_Management_system_intersection_IEEE already exists and is not an empty directory.'
elbydata/imgo,https://github.com/elbydata/imgo,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/elbydata/imgo repos/elbydata/imgo  stderr: fatal: destination path repos/elbydata/imgo already exists and is not an empty directory.'
shaheen-syed/Twitter-Sentiment-Analysis,https://github.com/shaheen-syed/Twitter-Sentiment-Analysis,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/shaheen-syed/Twitter-Sentiment-Analysis repos/shaheen-syed/Twitter-Sentiment-Analysis  stderr: Cloning into repos/shaheen-syed/Twitter-Sentiment-Analysis...POST git-upload-pack (191 bytes)POST git-upload-pack (233 bytes)git-lfs filter-process: git-lfs: command not foundfatal: the remote end hung up unexpectedlywarning: Clone succeeded, but checkout failed.You can inspect what was checked out with git statusand retry with git restore --source=HEAD :/'
treforevans/uci_datasets,https://github.com/treforevans/uci_datasets,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/treforevans/uci_datasets repos/treforevans/uci_datasets  stderr: fatal: destination path repos/treforevans/uci_datasets already exists and is not an empty directory.'
Ambitious-idiot/python-machine-learning,https://github.com/Ambitious-idiot/python-machine-learning,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Ambitious-idiot/python-machine-learning repos/Ambitious-idiot/python-machine-learning  stderr: Cloning into repos/Ambitious-idiot/python-machine-learning...fatal: could not read Username for https://github.com: Device not configured'
HXWAndCL/transferlearning,https://github.com/HXWAndCL/transferlearning,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/HXWAndCL/transferlearning repos/HXWAndCL/transferlearning  stderr: fatal: destination path repos/HXWAndCL/transferlearning already exists and is not an empty directory.'
MCoffey1129/Utilising-Machine-Learning-for-portfolio-selection-with-the-aim-of-out-performing-Benchmark-Indices,https://github.com/MCoffey1129/Utilising-Machine-Learning-for-portfolio-selection-with-the-aim-of-out-performing-Benchmark-Indices,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/MCoffey1129/Utilising-Machine-Learning-for-portfolio-selection-with-the-aim-of-out-performing-Benchmark-Indices repos/MCoffey1129/Utilising-Machine-Learning-for-portfolio-selection-with-the-aim-of-out-performing-Benchmark-Indices  stderr: fatal: destination path repos/MCoffey1129/Utilising-Machine-Learning-for-portfolio-selection-with-the-aim-of-out-performing-Benchmark-Indices already exists and is not an empty directory.'
lognorman20/con_gen,https://github.com/lognorman20/con_gen,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/lognorman20/con_gen repos/lognorman20/con_gen  stderr: fatal: destination path repos/lognorman20/con_gen already exists and is not an empty directory.'
April211/AI_Learning,https://github.com/April211/AI_Learning,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/April211/AI_Learning repos/April211/AI_Learning  stderr: fatal: destination path repos/April211/AI_Learning already exists and is not an empty directory.'
Rexinazor/Ensemble-HackTools,https://github.com/Rexinazor/Ensemble-HackTools,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Rexinazor/Ensemble-HackTools repos/Rexinazor/Ensemble-HackTools  stderr: fatal: destination path repos/Rexinazor/Ensemble-HackTools already exists and is not an empty directory.'
GlobalFishingWatch/training-data,https://github.com/GlobalFishingWatch/training-data,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/GlobalFishingWatch/training-data repos/GlobalFishingWatch/training-data  stderr: fatal: destination path repos/GlobalFishingWatch/training-data already exists and is not an empty directory.'
nolanwagener/safe_rl,https://github.com/nolanwagener/safe_rl,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/nolanwagener/safe_rl repos/nolanwagener/safe_rl  stderr: fatal: destination path repos/nolanwagener/safe_rl already exists and is not an empty directory.'
mir-group/CiderPress,https://github.com/mir-group/CiderPress,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/mir-group/CiderPress repos/mir-group/CiderPress  stderr: Cloning into repos/mir-group/CiderPress...POST git-upload-pack (191 bytes)POST git-upload-pack (283 bytes)git-lfs filter-process: git-lfs: command not foundfatal: the remote end hung up unexpectedlywarning: Clone succeeded, but checkout failed.You can inspect what was checked out with git statusand retry with git restore --source=HEAD :/'
cpfpengfei/NIRII-ML-Design,https://github.com/cpfpengfei/NIRII-ML-Design,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/cpfpengfei/NIRII-ML-Design repos/cpfpengfei/NIRII-ML-Design  stderr: fatal: destination path repos/cpfpengfei/NIRII-ML-Design already exists and is not an empty directory.'
giyednap/machine-learning-algorithm,https://github.com/giyednap/machine-learning-algorithm,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/giyednap/machine-learning-algorithm repos/giyednap/machine-learning-algorithm  stderr: Cloning into repos/giyednap/machine-learning-algorithm...fatal: could not read Username for https://github.com: Device not configured'
clojia/mmf-openset,https://github.com/clojia/mmf-openset,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/clojia/mmf-openset repos/clojia/mmf-openset  stderr: fatal: destination path repos/clojia/mmf-openset already exists and is not an empty directory.'
ijmarshall/robotreviewer,https://github.com/ijmarshall/robotreviewer,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/ijmarshall/robotreviewer repos/ijmarshall/robotreviewer  stderr: fatal: destination path repos/ijmarshall/robotreviewer already exists and is not an empty directory.'
thepushkarp/nalcos,https://github.com/thepushkarp/nalcos,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/thepushkarp/nalcos repos/thepushkarp/nalcos  stderr: fatal: destination path repos/thepushkarp/nalcos already exists and is not an empty directory.'
paras2612/CauseBox,https://github.com/paras2612/CauseBox,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/paras2612/CauseBox repos/paras2612/CauseBox  stderr: fatal: destination path repos/paras2612/CauseBox already exists and is not an empty directory.'
jumbokh/gcp_class,https://github.com/jumbokh/gcp_class,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/jumbokh/gcp_class repos/jumbokh/gcp_class  stderr: fatal: destination path repos/jumbokh/gcp_class already exists and is not an empty directory.'
mindsdb/benchmarks,https://github.com/mindsdb/benchmarks,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/mindsdb/benchmarks repos/mindsdb/benchmarks  stderr: Cloning into repos/mindsdb/benchmarks...POST git-upload-pack (191 bytes)POST git-upload-pack (283 bytes)git-lfs filter-process: git-lfs: command not foundfatal: the remote end hung up unexpectedlywarning: Clone succeeded, but checkout failed.You can inspect what was checked out with git statusand retry with git restore --source=HEAD :/'
vupil/grammarTransformerReactionPrediction,https://github.com/vupil/grammarTransformerReactionPrediction,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/vupil/grammarTransformerReactionPrediction repos/vupil/grammarTransformerReactionPrediction  stderr: fatal: destination path repos/vupil/grammarTransformerReactionPrediction already exists and is not an empty directory.'
sharmaji27/Deep-Learning-and-Machine-Learning,https://github.com/sharmaji27/Deep-Learning-and-Machine-Learning,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/sharmaji27/Deep-Learning-and-Machine-Learning repos/sharmaji27/Deep-Learning-and-Machine-Learning  stderr: Cloning into repos/sharmaji27/Deep-Learning-and-Machine-Learning...POST git-upload-pack (191 bytes)POST git-upload-pack (233 bytes)Updating files:   0% (35/10206)git-lfs filter-process: git-lfs: command not foundfatal: the remote end hung up unexpectedlywarning: Clone succeeded, but checkout failed.You can inspect what was checked out with git statusand retry with git restore --source=HEAD :/'
Intipy/phidnet,https://github.com/Intipy/phidnet,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Intipy/phidnet repos/Intipy/phidnet  stderr: fatal: destination path repos/Intipy/phidnet already exists and is not an empty directory.'
nagi1995/Small-Object-Detection-An-Image-Tiling-Based-Approach,https://github.com/nagi1995/Small-Object-Detection-An-Image-Tiling-Based-Approach,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/nagi1995/Small-Object-Detection-An-Image-Tiling-Based-Approach repos/nagi1995/Small-Object-Detection-An-Image-Tiling-Based-Approach  stderr: fatal: destination path repos/nagi1995/Small-Object-Detection-An-Image-Tiling-Based-Approach already exists and is not an empty directory.'
zetane/viewer,https://github.com/zetane/viewer,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/zetane/viewer repos/zetane/viewer  stderr: fatal: destination path repos/zetane/viewer already exists and is not an empty directory.'
jcw024/lichess_database_ETL,https://github.com/jcw024/lichess_database_ETL,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/jcw024/lichess_database_ETL repos/jcw024/lichess_database_ETL  stderr: fatal: destination path repos/jcw024/lichess_database_ETL already exists and is not an empty directory.'
ryfeus/lambda-packs,https://github.com/ryfeus/lambda-packs,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/ryfeus/lambda-packs repos/ryfeus/lambda-packs  stderr: Cloning into repos/ryfeus/lambda-packs...POST git-upload-pack (191 bytes)POST git-upload-pack (233 bytes)git-lfs filter-process: git-lfs: command not foundfatal: the remote end hung up unexpectedlywarning: Clone succeeded, but checkout failed.You can inspect what was checked out with git statusand retry with git restore --source=HEAD :/'
Kali-Hac/SGE-LA,https://github.com/Kali-Hac/SGE-LA,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Kali-Hac/SGE-LA repos/Kali-Hac/SGE-LA  stderr: Cloning into repos/Kali-Hac/SGE-LA...POST git-upload-pack (191 bytes)POST git-upload-pack (233 bytes)git-lfs filter-process: git-lfs: command not foundfatal: the remote end hung up unexpectedlywarning: Clone succeeded, but checkout failed.You can inspect what was checked out with git statusand retry with git restore --source=HEAD :/'
HSV-AI/neurips-2021-aws-deepracer-starter-kit,https://github.com/HSV-AI/neurips-2021-aws-deepracer-starter-kit,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/HSV-AI/neurips-2021-aws-deepracer-starter-kit repos/HSV-AI/neurips-2021-aws-deepracer-starter-kit  stderr: Cloning into repos/HSV-AI/neurips-2021-aws-deepracer-starter-kit...POST git-upload-pack (191 bytes)POST git-upload-pack (233 bytes)git-lfs filter-process: git-lfs: command not foundfatal: the remote end hung up unexpectedlywarning: Clone succeeded, but checkout failed.You can inspect what was checked out with git statusand retry with git restore --source=HEAD :/'
Wesxdz/IsItPixelArt,https://github.com/Wesxdz/IsItPixelArt,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Wesxdz/IsItPixelArt repos/Wesxdz/IsItPixelArt  stderr: Cloning into repos/Wesxdz/IsItPixelArt...POST git-upload-pack (191 bytes)POST git-upload-pack (233 bytes)git-lfs filter-process: git-lfs: command not foundfatal: the remote end hung up unexpectedlywarning: Clone succeeded, but checkout failed.You can inspect what was checked out with git statusand retry with git restore --source=HEAD :/'
neeleshca/moses_modified,https://github.com/neeleshca/moses_modified,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/neeleshca/moses_modified repos/neeleshca/moses_modified  stderr: Cloning into repos/neeleshca/moses_modified...POST git-upload-pack (191 bytes)POST git-upload-pack (233 bytes)git-lfs filter-process: git-lfs: command not foundfatal: the remote end hung up unexpectedlywarning: Clone succeeded, but checkout failed.You can inspect what was checked out with git statusand retry with git restore --source=HEAD :/'
funketh/tensor-networks,https://github.com/funketh/tensor-networks,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/funketh/tensor-networks repos/funketh/tensor-networks  stderr: Cloning into repos/funketh/tensor-networks...fatal: could not read Username for https://github.com: Device not configured'
ylqi007/notebooks,https://github.com/ylqi007/notebooks,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/ylqi007/notebooks repos/ylqi007/notebooks  stderr: Cloning into repos/ylqi007/notebooks...POST git-upload-pack (191 bytes)POST git-upload-pack (233 bytes)Updating files:  72% (330/456)Updating files:  73% (333/456)Updating files:  74% (338/456)Updating files:  75% (342/456)Updating files:  76% (347/456)Updating files:  77% (352/456)Updating files:  78% (356/456)Updating files:  79% (361/456)Updating files:  80% (365/456)Updating files:  81% (370/456)Updating files:  82% (374/456)Updating files:  83% (379/456)Updating files:  84% (384/456)Updating files:  85% (388/456)Updating files:  86% (393/456)Updating files:  87% (397/456)Updating files:  88% (402/456)git-lfs filter-process: git-lfs: command not foundfatal: the remote end hung up unexpectedlywarning: Clone succeeded, but checkout failed.You can inspect what was checked out with git statusand retry with git restore --source=HEAD :/'
anth0nyhle/IcebergClassifier,https://github.com/anth0nyhle/IcebergClassifier,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/anth0nyhle/IcebergClassifier repos/anth0nyhle/IcebergClassifier  stderr: Cloning into repos/anth0nyhle/IcebergClassifier...POST git-upload-pack (191 bytes)POST git-upload-pack (233 bytes)git-lfs filter-process: git-lfs: command not foundfatal: the remote end hung up unexpectedlywarning: Clone succeeded, but checkout failed.You can inspect what was checked out with git statusand retry with git restore --source=HEAD :/'
wangyanhui666/deepdg,https://github.com/wangyanhui666/deepdg,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/wangyanhui666/deepdg repos/wangyanhui666/deepdg  stderr: Cloning into repos/wangyanhui666/deepdg...POST git-upload-pack (191 bytes)POST git-upload-pack (283 bytes)git-lfs filter-process: git-lfs: command not foundfatal: the remote end hung up unexpectedlywarning: Clone succeeded, but checkout failed.You can inspect what was checked out with git statusand retry with git restore --source=HEAD :/'
smarttransit-ai/macro-energy-prediction,https://github.com/smarttransit-ai/macro-energy-prediction,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/smarttransit-ai/macro-energy-prediction repos/smarttransit-ai/macro-energy-prediction  stderr: Cloning into repos/smarttransit-ai/macro-energy-prediction...fatal: could not read Username for https://github.com: Device not configured'
JavierPerez21/BasicTorchMLProject,https://github.com/JavierPerez21/BasicTorchMLProject,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/JavierPerez21/BasicTorchMLProject repos/JavierPerez21/BasicTorchMLProject  stderr: fatal: destination path repos/JavierPerez21/BasicTorchMLProject already exists and is not an empty directory.'
molecularsets/moses,https://github.com/molecularsets/moses,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/molecularsets/moses repos/molecularsets/moses  stderr: fatal: destination path repos/molecularsets/moses already exists and is not an empty directory.'
GeoPyTool/GeoPyTool,https://github.com/GeoPyTool/GeoPyTool,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/GeoPyTool/GeoPyTool repos/GeoPyTool/GeoPyTool  stderr: fatal: destination path repos/GeoPyTool/GeoPyTool already exists and is not an empty directory.'
eellak/gsoc2018-3gm,https://github.com/eellak/gsoc2018-3gm,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/eellak/gsoc2018-3gm repos/eellak/gsoc2018-3gm  stderr: fatal: destination path repos/eellak/gsoc2018-3gm already exists and is not an empty directory.'
genomoncology/entitykb,https://github.com/genomoncology/entitykb,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/genomoncology/entitykb repos/genomoncology/entitykb  stderr: Cloning into repos/genomoncology/entitykb...fatal: could not read Username for https://github.com: Device not configured'
aotuai/brainframe-qt,https://github.com/aotuai/brainframe-qt,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/aotuai/brainframe-qt repos/aotuai/brainframe-qt  stderr: fatal: destination path repos/aotuai/brainframe-qt already exists and is not an empty directory.'
BrandonSmithJ/MDN,https://github.com/BrandonSmithJ/MDN,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/BrandonSmithJ/MDN repos/BrandonSmithJ/MDN  stderr: fatal: destination path repos/BrandonSmithJ/MDN already exists and is not an empty directory.'
antmicro/kenning,https://github.com/antmicro/kenning,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/antmicro/kenning repos/antmicro/kenning  stderr: fatal: destination path repos/antmicro/kenning already exists and is not an empty directory.'
jul095/TrafficMonitoring,https://github.com/jul095/TrafficMonitoring,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/jul095/TrafficMonitoring repos/jul095/TrafficMonitoring  stderr: fatal: destination path repos/jul095/TrafficMonitoring already exists and is not an empty directory.'
HAIRLAB/DeceFL,https://github.com/HAIRLAB/DeceFL,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/HAIRLAB/DeceFL repos/HAIRLAB/DeceFL  stderr: fatal: destination path repos/HAIRLAB/DeceFL already exists and is not an empty directory.'
eellak/gsoc2019-3gm,https://github.com/eellak/gsoc2019-3gm,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/eellak/gsoc2019-3gm repos/eellak/gsoc2019-3gm  stderr: fatal: destination path repos/eellak/gsoc2019-3gm already exists and is not an empty directory.'
sintefneodroid/neo,https://github.com/sintefneodroid/neo,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/sintefneodroid/neo repos/sintefneodroid/neo  stderr: fatal: destination path repos/sintefneodroid/neo already exists and is not an empty directory.'
Mister-kaushalam/image_search_engine,https://github.com/Mister-kaushalam/image_search_engine,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Mister-kaushalam/image_search_engine repos/Mister-kaushalam/image_search_engine  stderr: fatal: destination path repos/Mister-kaushalam/image_search_engine already exists and is not an empty directory.'
mayara-canaver/Machine-Learning-Projects,https://github.com/mayara-canaver/Machine-Learning-Projects,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/mayara-canaver/Machine-Learning-Projects repos/mayara-canaver/Machine-Learning-Projects  stderr: fatal: destination path repos/mayara-canaver/Machine-Learning-Projects already exists and is not an empty directory.'
Brotherta/Facial-Mask-Recognition,https://github.com/Brotherta/Facial-Mask-Recognition,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Brotherta/Facial-Mask-Recognition repos/Brotherta/Facial-Mask-Recognition  stderr: fatal: destination path repos/Brotherta/Facial-Mask-Recognition already exists and is not an empty directory.'
opeco17/illust_app,https://github.com/opeco17/illust_app,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/opeco17/illust_app repos/opeco17/illust_app  stderr: fatal: destination path repos/opeco17/illust_app already exists and is not an empty directory.'
ratschlab/HIRID-ICU-Benchmark,https://github.com/ratschlab/HIRID-ICU-Benchmark,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/ratschlab/HIRID-ICU-Benchmark repos/ratschlab/HIRID-ICU-Benchmark  stderr: Cloning into repos/ratschlab/HIRID-ICU-Benchmark...POST git-upload-pack (191 bytes)POST git-upload-pack (283 bytes)git-lfs filter-process: git-lfs: command not foundfatal: the remote end hung up unexpectedlywarning: Clone succeeded, but checkout failed.You can inspect what was checked out with git statusand retry with git restore --source=HEAD :/'
OutWrest/nn-py,https://github.com/OutWrest/nn-py,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/OutWrest/nn-py repos/OutWrest/nn-py  stderr: fatal: destination path repos/OutWrest/nn-py already exists and is not an empty directory.'
cc-ai/floods-backend,https://github.com/cc-ai/floods-backend,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/cc-ai/floods-backend repos/cc-ai/floods-backend  stderr: fatal: destination path repos/cc-ai/floods-backend already exists and is not an empty directory.'
S-Hauri/AMDNet,https://github.com/S-Hauri/AMDNet,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/S-Hauri/AMDNet repos/S-Hauri/AMDNet  stderr: fatal: destination path repos/S-Hauri/AMDNet already exists and is not an empty directory.'
aicoe-aiops/disk-health-predictor,https://github.com/aicoe-aiops/disk-health-predictor,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/aicoe-aiops/disk-health-predictor repos/aicoe-aiops/disk-health-predictor  stderr: fatal: destination path repos/aicoe-aiops/disk-health-predictor already exists and is not an empty directory.'
Minoru938/CSPML,https://github.com/Minoru938/CSPML,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Minoru938/CSPML repos/Minoru938/CSPML  stderr: fatal: destination path repos/Minoru938/CSPML already exists and is not an empty directory.'
ygsamueljeong/Machine-Learning-Stock-Trading-Bot,https://github.com/ygsamueljeong/Machine-Learning-Stock-Trading-Bot,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/ygsamueljeong/Machine-Learning-Stock-Trading-Bot repos/ygsamueljeong/Machine-Learning-Stock-Trading-Bot  stderr: Cloning into repos/ygsamueljeong/Machine-Learning-Stock-Trading-Bot...fatal: could not read Username for https://github.com: Device not configured'
Team2333/Backend,https://github.com/Team2333/Backend,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Team2333/Backend repos/Team2333/Backend  stderr: fatal: destination path repos/Team2333/Backend already exists and is not an empty directory.'
Serenalyw/WebScraper,https://github.com/Serenalyw/WebScraper,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Serenalyw/WebScraper repos/Serenalyw/WebScraper  stderr: Cloning into repos/Serenalyw/WebScraper...fatal: could not read Username for https://github.com: Device not configured'
PovertyAction/Facial-Validation,https://github.com/PovertyAction/Facial-Validation,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/PovertyAction/Facial-Validation repos/PovertyAction/Facial-Validation  stderr: fatal: destination path repos/PovertyAction/Facial-Validation already exists and is not an empty directory.'
giyednap/space-invaders,https://github.com/giyednap/space-invaders,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/giyednap/space-invaders repos/giyednap/space-invaders  stderr: Cloning into repos/giyednap/space-invaders...fatal: could not read Username for https://github.com: Device not configured'
huggingface/hmtl,https://github.com/huggingface/hmtl,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/huggingface/hmtl repos/huggingface/hmtl  stderr: Cloning into repos/huggingface/hmtl...POST git-upload-pack (191 bytes)POST git-upload-pack (gzip 1133 to 613 bytes)git-lfs filter-process: git-lfs: command not foundfatal: the remote end hung up unexpectedlywarning: Clone succeeded, but checkout failed.You can inspect what was checked out with git statusand retry with git restore --source=HEAD :/'
thoughtworksarts/EmoPy,https://github.com/thoughtworksarts/EmoPy,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/thoughtworksarts/EmoPy repos/thoughtworksarts/EmoPy  stderr: fatal: destination path repos/thoughtworksarts/EmoPy already exists and is not an empty directory.'
